category	url	file	why
etymon	https://stedtdb.johnblowe.com/etymon/5221	pages/etymon/5221.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5248	pages/etymon/5248.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5250	pages/etymon/5250.html	chapter spread (1.4.4.1)
etymon	https://stedtdb.johnblowe.com/etymon/5280	pages/etymon/5280.html	quoted note
etymon	https://stedtdb.johnblowe.com/etymon/5282	pages/etymon/5282.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5310	pages/etymon/5310.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5317	pages/etymon/5317.html	quoted note
etymon	https://stedtdb.johnblowe.com/etymon/5407	pages/etymon/5407.html	chapter spread (3.1.10)
etymon	https://stedtdb.johnblowe.com/etymon/5426	pages/etymon/5426.html	longest notes (66 ch)
etymon	https://stedtdb.johnblowe.com/etymon/5429	pages/etymon/5429.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5441	pages/etymon/5441.html	chapter spread (8.3.2.2.1)
etymon	https://stedtdb.johnblowe.com/etymon/5462	pages/etymon/5462.html	chapter spread (5.11.8.2.1)
etymon	https://stedtdb.johnblowe.com/etymon/5521	pages/etymon/5521.html	longest notes (63 ch)
etymon	https://stedtdb.johnblowe.com/etymon/5531	pages/etymon/5531.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5545	pages/etymon/5545.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5578	pages/etymon/5578.html	chapter spread (6.1.1.6)
etymon	https://stedtdb.johnblowe.com/etymon/5595	pages/etymon/5595.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5612	pages/etymon/5612.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5646	pages/etymon/5646.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5735	pages/etymon/5735.html	chapter spread (10.5.3)
etymon	https://stedtdb.johnblowe.com/etymon/5774	pages/etymon/5774.html	chapter spread (6.2.2.9.2)
etymon	https://stedtdb.johnblowe.com/etymon/5777	pages/etymon/5777.html	chapter spread (4.2.11)
etymon	https://stedtdb.johnblowe.com/etymon/5822	pages/etymon/5822.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/5828	pages/etymon/5828.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6011	pages/etymon/6011.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6068	pages/etymon/6068.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6112	pages/etymon/6112.html	chapter spread (2.1.6.1)
etymon	https://stedtdb.johnblowe.com/etymon/6154	pages/etymon/6154.html	chapter spread (7.1.3)
etymon	https://stedtdb.johnblowe.com/etymon/6188	pages/etymon/6188.html	has mesoroots
etymon	https://stedtdb.johnblowe.com/etymon/6203	pages/etymon/6203.html	provisional/public=0
etymon	https://stedtdb.johnblowe.com/etymon/6211	pages/etymon/6211.html	provisional/public=0
etymon	https://stedtdb.johnblowe.com/etymon/6269	pages/etymon/6269.html	chapter spread (5.3)
etymon	https://stedtdb.johnblowe.com/etymon/6290	pages/etymon/6290.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6305	pages/etymon/6305.html	provisional/public=0
etymon	https://stedtdb.johnblowe.com/etymon/6328	pages/etymon/6328.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6399	pages/etymon/6399.html	chapter spread (9.10.2)
etymon	https://stedtdb.johnblowe.com/etymon/6419	pages/etymon/6419.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6493	pages/etymon/6493.html	provisional/public=0
etymon	https://stedtdb.johnblowe.com/etymon/6523	pages/etymon/6523.html	protoform alternation (star logic)
etymon	https://stedtdb.johnblowe.com/etymon/6541	pages/etymon/6541.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6601	pages/etymon/6601.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6607	pages/etymon/6607.html	provisional/public=0
etymon	https://stedtdb.johnblowe.com/etymon/6654	pages/etymon/6654.html	provisional/public=0
etymon	https://stedtdb.johnblowe.com/etymon/6680	pages/etymon/6680.html	chapter spread (9.2.4)
etymon	https://stedtdb.johnblowe.com/etymon/6708	pages/etymon/6708.html	provisional/public=0
etymon	https://stedtdb.johnblowe.com/etymon/6717	pages/etymon/6717.html	provisional/public=0
etymon	https://stedtdb.johnblowe.com/etymon/6720	pages/etymon/6720.html	longest notes (59 ch)
etymon	https://stedtdb.johnblowe.com/etymon/6725	pages/etymon/6725.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6782	pages/etymon/6782.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/6807	pages/etymon/6807.html	provisional/public=0
etymon	https://stedtdb.johnblowe.com/etymon/7014	pages/etymon/7014.html	chapter spread (7.1.5.1)
etymon	https://stedtdb.johnblowe.com/etymon/7108	pages/etymon/7108.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/7135	pages/etymon/7135.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/7141	pages/etymon/7141.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/7248	pages/etymon/7248.html	random fill
etymon	https://stedtdb.johnblowe.com/etymon/7272	pages/etymon/7272.html	chapter spread (1.7.6.1)
etymon	https://stedtdb.johnblowe.com/etymon/7348	pages/etymon/7348.html	chapter spread (3.1.5.1)
etymon	https://stedtdb.johnblowe.com/etymon/7380	pages/etymon/7380.html	chapter spread (8.3.2.3.1)
etymon	https://stedtdb.johnblowe.com/etymon/7432	pages/etymon/7432.html	chapter spread (6.2.2.3.1)
etymon	https://stedtdb.johnblowe.com/etymon/7438	pages/etymon/7438.html	chapter spread (1.1.2)
etymon	https://stedtdb.johnblowe.com/etymon/7487	pages/etymon/7487.html	chapter spread (5.11.4)
etymon	https://stedtdb.johnblowe.com/etymon/7738	pages/etymon/7738.html	chapter spread (10.4.2)
etymon	https://stedtdb.johnblowe.com/etymon/7801	pages/etymon/7801.html	chapter spread (8.3.3.4.3)
etymon	https://stedtdb.johnblowe.com/etymon/8007	pages/etymon/8007.html	chapter spread (8.5.10.2)
etymon	https://stedtdb.johnblowe.com/etymon/8018	pages/etymon/8018.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=100	pages/language/100.html	quoted proto-lect name
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=101	pages/language/101.html	quoted proto-lect name
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=154	pages/language/154.html	tiny language
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=159	pages/language/159.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=237	pages/language/237.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=350	pages/language/350.html	largest (6485 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=406	pages/language/406.html	largest (4096 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=446	pages/language/446.html	tiny language
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=473	pages/language/473.html	tiny language
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=486	pages/language/486.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=562	pages/language/562.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=586	pages/language/586.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=608	pages/language/608.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=716	pages/language/716.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=766	pages/language/766.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=872	pages/language/872.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=946	pages/language/946.html	largest (10496 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=968	pages/language/968.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1010	pages/language/1010.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1107	pages/language/1107.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1108	pages/language/1108.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1139	pages/language/1139.html	tiny language
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1273	pages/language/1273.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1303	pages/language/1303.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1507	pages/language/1507.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1518	pages/language/1518.html	tiny language
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1785	pages/language/1785.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1798	pages/language/1798.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1799	pages/language/1799.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1801	pages/language/1801.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1913	pages/language/1913.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1946	pages/language/1946.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1962	pages/language/1962.html	largest (5889 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1970	pages/language/1970.html	largest (5117 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1973	pages/language/1973.html	largest (3306 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1977	pages/language/1977.html	largest (9286 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1979	pages/language/1979.html	largest (7067 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1981	pages/language/1981.html	largest (3441 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=1996	pages/language/1996.html	largest (3235 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2025	pages/language/2025.html	long language notes
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2028	pages/language/2028.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2084	pages/language/2084.html	random fill
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2129	pages/language/2129.html	tiny language
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2207	pages/language/2207.html	largest (4074 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2208	pages/language/2208.html	largest (4074 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2209	pages/language/2209.html	largest (4074 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2210	pages/language/2210.html	largest (4074 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2211	pages/language/2211.html	largest (4074 reflexes)
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2224	pages/language/2224.html	tiny language
language	https://stedtdb.johnblowe.com/gnis?lexicon.lgid=2267	pages/language/2267.html	tiny language
source	https://stedtdb.johnblowe.com/source/AH-CSDPN	pages/source/AH-CSDPN.html	largest (10926 reflexes)
source	https://stedtdb.johnblowe.com/source/AW-TBT	pages/source/AW-TBT.html	largest (5290 reflexes)
source	https://stedtdb.johnblowe.com/source/Bhat-Boro	pages/source/Bhat-Boro.html	largest (6485 reflexes)
source	https://stedtdb.johnblowe.com/source/CB-PNC	pages/source/CB-PNC.html	random fill
source	https://stedtdb.johnblowe.com/source/DB-Lisu	pages/source/DB-Lisu.html	largest (11107 reflexes)
source	https://stedtdb.johnblowe.com/source/DQ-Langsu	pages/source/DQ-Langsu.html	random fill
source	https://stedtdb.johnblowe.com/source/DQ-Nyiq	pages/source/DQ-Nyiq.html	random fill
source	https://stedtdb.johnblowe.com/source/GD-DOM	pages/source/GD-DOM.html	random fill
source	https://stedtdb.johnblowe.com/source/GEM-CNL	pages/source/GEM-CNL.html	largest (27434 reflexes)
source	https://stedtdb.johnblowe.com/source/GEM-Phom	pages/source/GEM-Phom.html	random fill
source	https://stedtdb.johnblowe.com/source/GHC-RCC	pages/source/GHC-RCC.html	random fill
source	https://stedtdb.johnblowe.com/source/GLDC-GED	pages/source/GLDC-GED.html	largest (7067 reflexes)
source	https://stedtdb.johnblowe.com/source/GOW1972	pages/source/GOW1972.html	random fill
source	https://stedtdb.johnblowe.com/source/ILH-PCAH	pages/source/ILH-PCAH.html	random fill
source	https://stedtdb.johnblowe.com/source/JAM-Ety	pages/source/JAM-Ety.html	largest (6042 reflexes)
source	https://stedtdb.johnblowe.com/source/JP-CPL	pages/source/JP-CPL.html	largest (5925 reflexes)
source	https://stedtdb.johnblowe.com/source/JPE-SQiang	pages/source/JPE-SQiang.html	largest (6257 reflexes)
source	https://stedtdb.johnblowe.com/source/JS-Tani	pages/source/JS-Tani.html	largest (10788 reflexes)
source	https://stedtdb.johnblowe.com/source/JZ-CLMenba	pages/source/JZ-CLMenba.html	random fill
source	https://stedtdb.johnblowe.com/source/JZ-Nusu	pages/source/JZ-Nusu.html	random fill
source	https://stedtdb.johnblowe.com/source/KVB-PKC	pages/source/KVB-PKC.html	largest (8120 reflexes)
source	https://stedtdb.johnblowe.com/source/MM-PTPK	pages/source/MM-PTPK.html	random fill
source	https://stedtdb.johnblowe.com/source/MS-Gazhuo	pages/source/MS-Gazhuo.html	random fill
source	https://stedtdb.johnblowe.com/source/RC-DOC	pages/source/RC-DOC.html	largest (9286 reflexes)
source	https://stedtdb.johnblowe.com/source/SIL-Nuosu	pages/source/SIL-Nuosu.html	largest (5889 reflexes)
source	https://stedtdb.johnblowe.com/source/STC	pages/source/STC.html	largest (5312 reflexes)
source	https://stedtdb.johnblowe.com/source/TBL	pages/source/TBL.html	largest (84508 reflexes)
source	https://stedtdb.johnblowe.com/source/WHBLS-2011	pages/source/WHBLS-2011.html	largest (20370 reflexes)
source	https://stedtdb.johnblowe.com/source/YN-RGLD	pages/source/YN-RGLD.html	largest (43558 reflexes)
source	https://stedtdb.johnblowe.com/source/ZMYYC	pages/source/ZMYYC.html	largest (50443 reflexes)
group	https://stedtdb.johnblowe.com/group/0	pages/group/0.html	top-level group
group	https://stedtdb.johnblowe.com/group/1	pages/group/1.html	top-level group
group	https://stedtdb.johnblowe.com/group/2	pages/group/2.html	top-level group
group	https://stedtdb.johnblowe.com/group/3	pages/group/3.html	top-level group
group	https://stedtdb.johnblowe.com/group/4	pages/group/4.html	top-level group
group	https://stedtdb.johnblowe.com/group/5	pages/group/5.html	top-level group
group	https://stedtdb.johnblowe.com/group/6	pages/group/6.html	top-level group
group	https://stedtdb.johnblowe.com/group/7	pages/group/7.html	top-level group
group	https://stedtdb.johnblowe.com/group/8	pages/group/8.html	top-level group
group	https://stedtdb.johnblowe.com/group/9	pages/group/9.html	top-level group
group	https://stedtdb.johnblowe.com/group/6/2	pages/group/6.2.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/1/6	pages/group/1.6.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/1/2	pages/group/1.2.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/1/4	pages/group/1.4.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/2/2	pages/group/2.2.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/2/4	pages/group/2.4.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/2/3	pages/group/2.3.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/1/5	pages/group/1.5.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/9/0	pages/group/9.0.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/3/2	pages/group/3.2.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/2/1	pages/group/2.1.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/1/3	pages/group/1.3.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/1/1	pages/group/1.1.html	subgroup sample
group	https://stedtdb.johnblowe.com/group/0/1	pages/group/0.1.html	subgroup sample
chapter	https://stedtdb.johnblowe.com/chap/1.2.2.1	pages/chap/1.2.2.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/1.2.3	pages/chap/1.2.3.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/1.2.6.1	pages/chap/1.2.6.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/1.2.6.14.1	pages/chap/1.2.6.14.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/1.4.10	pages/chap/1.4.10.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/1.5.1	pages/chap/1.5.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/1.5.1.2.1	pages/chap/1.5.1.2.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/1.5.2.4	pages/chap/1.5.2.4.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/1.5.5	pages/chap/1.5.5.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/1.6.3.1	pages/chap/1.6.3.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/10.2	pages/chap/10.2.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/10.4	pages/chap/10.4.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/2.1.1	pages/chap/2.1.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/5.11.8.2.1.2	pages/chap/5.11.8.2.1.2.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/5.11.8.2.1.3	pages/chap/5.11.8.2.1.3.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/5.7	pages/chap/5.7.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/5.8.2.2	pages/chap/5.8.2.2.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/6.1.1.4.1.1	pages/chap/6.1.1.4.1.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/6.2	pages/chap/6.2.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/6.2.2.6.1	pages/chap/6.2.2.6.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/6.9.4	pages/chap/6.9.4.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/7.1.11	pages/chap/7.1.11.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/8.3.1.10.2.1	pages/chap/8.3.1.10.2.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/8.3.2.2.1	pages/chap/8.3.2.2.1.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/8.3.2.5.6	pages/chap/8.3.2.5.6.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/8.3.3.4.3.2	pages/chap/8.3.3.4.3.2.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/9.3	pages/chap/9.3.html	chapter detail (depth spread)
chapter	https://stedtdb.johnblowe.com/chap/999	pages/chap/999.html	chapter detail (depth spread)
search	https://stedtdb.johnblowe.com/gnis?t=dog	pages/search/gloss-dog.html	single gloss (homepage example)
search	https://stedtdb.johnblowe.com/gnis?t=hand	pages/search/gloss-hand.html	single gloss, big result
search	https://stedtdb.johnblowe.com/gnis?t=water	pages/search/gloss-water.html	single gloss
search	https://stedtdb.johnblowe.com/gnis?t=frog%2C%20snail	pages/search/gloss-frog-snail.html	comma-OR gloss (documented example)
search	https://stedtdb.johnblowe.com/gnis?t=carry%20on%20back	pages/search/gloss-multiword.html	multi-word gloss
search	https://stedtdb.johnblowe.com/gnis?t=hit&lg=Lotha	pages/search/gloss-lang-combo.html	gloss+language (homepage example)
search	https://stedtdb.johnblowe.com/gnis?lg=Paangkhua	pages/search/lang-paangkhua.html	language only (homepage example)
search	https://stedtdb.johnblowe.com/gnis?lg=Written%20Tibetan	pages/search/lang-written-tibetan.html	language with space
search	https://stedtdb.johnblowe.com/gnis?f=la	pages/search/form-la.html	form search short
search	https://stedtdb.johnblowe.com/gnis?f=mik	pages/search/form-mik.html	form search
search	https://stedtdb.johnblowe.com/gnis?f=*mik	pages/search/form-star.html	form search with star
search	https://stedtdb.johnblowe.com/gnis?s=STC	pages/search/source-stc.html	source search
search	https://stedtdb.johnblowe.com/gnis?lggrp=Kiranti	pages/search/lggrp-kiranti.html	language-group search
search	https://stedtdb.johnblowe.com/gnis?t=dog&lggrp=Kiranti	pages/search/gloss-lggrp.html	gloss+group combo
search	https://stedtdb.johnblowe.com/gnis?t=zzzqqq	pages/search/empty-result.html	no-hit query
search	https://stedtdb.johnblowe.com/gnis?t=%C5%84u	pages/search/diacritic-gloss.html	diacritic input
search	https://stedtdb.johnblowe.com/gnis?t=eye%2C%20see	pages/search/gloss-eye-see.html	comma-OR
search	https://stedtdb.johnblowe.com/gnis?t=fish	pages/search/gloss-fish.html	single gloss
search	https://stedtdb.johnblowe.com/gnis?t=bird	pages/search/gloss-bird.html	single gloss
search	https://stedtdb.johnblowe.com/gnis?t=two	pages/search/gloss-two.html	numeral gloss
asset	https://stedtdb.johnblowe.com/styles/rootcanal.css	assets/rootcanal.css	site asset
asset	https://stedtdb.johnblowe.com/styles/autoSuggest.css	assets/autoSuggest.css	site asset
asset	https://stedtdb.johnblowe.com/styles/opentip.css	assets/opentip.css	site asset
asset	https://stedtdb.johnblowe.com/js/stedtconfig.js	assets/stedtconfig.js	site asset
